a_i,p_a,f_a,lockdownrelief_percent,new_beta,new_f_a,nDet_T1,nDet_T1_lower_CI,nDet_T1_upper_CI,nTotal_T1,nTotal_T1_lower_CI,nTotal_T1_upper_CI,nSymp_T1,nSymp_T1_lower_CI,nSymp_T1_upper_CI,nDet_T2,nDet_T2_lower_CI,nDet_T2_upper_CI,nTotal_T2,nTotal_T2_lower_CI,nTotal_T2_upper_CI,nSymp_T2,nSymp_T2_lower_CI,nSymp_T2_upper_CI,nDet_T3,nDet_T3_lower_CI,nDet_T3_upper_CI,nTotal_T3,nTotal_T3_lower_CI,nTotal_T3_upper_CI,nSymp_T3,nSymp_T3_lower_CI,nSymp_T3_upper_CI,nDet_T4,nDet_T4_lower_CI,nDet_T4_upper_CI,nTotal_T4,nTotal_T4_lower_CI,nTotal_T4_upper_CI,nSymp_T4,nSymp_T4_lower_CI,nSymp_T4_upper_CI,nDet_T5,nDet_T5_lower_CI,nDet_T5_upper_CI,nTotal_T5,nTotal_T5_lower_CI,nTotal_T5_upper_CI,nSymp_T5,nSymp_T5_lower_CI,nSymp_T5_upper_CI,nDet_T6,nDet_T6_lower_CI,nDet_T6_upper_CI,nTotal_T6,nTotal_T6_lower_CI,nTotal_T6_upper_CI,nSymp_T6,nSymp_T6_lower_CI,nSymp_T6_upper_CI,nDet_T7,nDet_T7_lower_CI,nDet_T7_upper_CI,nTotal_T7,nTotal_T7_lower_CI,nTotal_T7_upper_CI,nSymp_T7,nSymp_T7_lower_CI,nSymp_T7_upper_CI
0.5,0.8,0.1,80.0,50.0,50.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,61302,56508,66998,173557,162397,186823,31720,29537,34281,118064,106517,131857,285699,257511,324365,51484,47177,56462,224120,169653,310213,496424,370151,700807,88469,69032,119586,426684,253140,738030,901239,521821,1611095,159202,97585,270966,822220,365493,1795016,1696175,725707,3854700,297495,136157,644148,1610598,513914,4354940,3288181,994617,9269745,573447,186814,1548263,
0.5,0.2,0.1,20.0,30.0,50.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,36989,33565,40835,48599,44363,53405,35182,32000,38747,48603,45148,52932,63978,59908,68924,45544,42366,49501,66334,60280,75284,87651,77282,106510,61378,55934,69310,93967,76678,128988,124882,96143,185511,86058,70582,117461,137999,94359,237121,184796,117132,350329,125390,86370,214003,209860,115513,460314,283625,142826,682640,189590,105186,413598,
0.5,0.4,0.1,40.0,30.0,50.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,38916,35186,43271,60970,55536,67252,34226,31130,37859,48222,44723,52483,72583,68159,78056,41194,38334,44670,57530,53926,61492,84257,78982,90543,48176,45271,51267,66975,61142,75832,96167,86892,111181,55263,50858,61934,76699,65921,95847,108498,92348,138995,62563,54442,76930,86861,69573,121256,121456,96496,173342,70195,57262,96091,
0.5,0.6,0.1,60.0,30.0,50.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,40639,36815,45125,81359,74771,89217,31218,28540,34315,48556,44905,52754,91337,85452,98159,35637,33106,38543,54088,50883,57837,98347,92866,104520,38733,36537,41249,58015,54096,62545,103354,96936,110822,40933,38496,43625,60851,55964,67952,106990,99310,117945,42523,39595,46484,62933,57023,72982,109675,100707,124810,43692,40260,49200,
0.5,0.8,0.1,80.0,30.0,50.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,46994,42746,51858,133792,123983,145080,26271,24289,28511,53467,49411,58280,141643,132529,152542,28218,26355,30424,55947,52070,60599,144661,136046,155197,28966,27224,31075,56907,53252,61416,145835,137285,156125,29256,27536,31322,57283,53631,61734,146296,137821,156410,29369,27669,31408,57432,53812,61841,146479,138229,156491,29414,27751,31426,
0.5,0.2,0.1,20.0,100,60.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,107706,98531,117529,362231,315067,423096,97547,89103,106381,6981556,4330618,11528004,28943539,16175274,51709727,6178353,3818681,10208365,348873322,187891770,566051588,859131146,544972111,1137804187,307593726,166201180,498403005,1081843762,977289875,1152818092,1277803234,1240789244,1301970174,943768640,854605941,1003901183,1182240279,1160326252,1198752068,1291030948,1273558375,1305601453,1028306349,1009535265,1042483411,1188044235,1172621127,1201183532,1291671458,1275526682,1305714695,1033100145,1019715625,1044514020,
0.5,0.4,0.1,40.0,100,60.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,122169,112695,132524,382070,333747,441680,96040,88892,103815,5701923,3443417,9037297,20653051,11224462,35459523,4263467,2573418,6768830,240251414,111413810,416911812,625264173,322427622,944949497,178294941,82500842,308481125,925982979,773216652,1018882674,1216828756,1132390728,1263293770,668436230,561994843,731943326,1042980017,1008393958,1066495341,1248297265,1217682005,1271727360,745635072,721758336,762015322,1049520273,1025867896,1068447462,1249767616,1222252274,1272047038,749697860,732863039,763191323,
0.5,0.6,0.1,60.0,100,60.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,148452,135011,163173,462422,393408,545258,91916,83984,100536,5951418,3312595,10034847,19991749,9966847,36444186,3384937,1881180,5722728,207718865,84522745,386552182,529754932,232355573,873711624,116578357,47567733,215168854,789282268,610697466,893190670,1140815157,999363273,1215169556,423027148,332442344,474111475,898369498,850809235,930973772,1188820286,1138589118,1226566873,473567219,449643072,490208657,905150404,870922436,932445901,1191385626,1147299898,1226981169,476446985,458533889,490777335,
0.5,0.8,0.1,80.0,100,60.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,196729,177268,218626,595038,517619,692617,74462,67426,81861,4730714,2723796,7945495,13946702,7346171,24939555,1548324,885191,2595770,108311526,42008826,219412634,280047515,108163261,542822631,34867220,13510311,70098227,536094924,331425758,682795325,913263731,649106799,1069156739,163588324,103742611,204668629,697963359,615067119,749961873,1042444427,946834300,1107098201,206355742,183545309,220916992,715687565,666682167,754113075,1053965242,985532397,1109293555,210608638,196421322,221829022,
0.5,0.2,0.1,20.0,90.0,60.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,86083,79077,93895,249081,221102,284051,78369,71919,85432,3184607,2098410,5026048,11919217,7039775,20575525,2816709,1856920,4447973,145246318,67405611,278910998,438474674,210735883,769156694,128194175,59644159,246132563,908314822,700539572,1066198841,1215400657,1104607813,1279317671,794536519,614392916,930014557,1151925993,1105927880,1183851183,1271897466,1244059700,1294447160,1002414329,963241558,1029710771,1171751740,1148943646,1191099201,1274940408,1252182582,1294934544,1018972904,999221931,1035754535,
0.5,0.4,0.1,40.0,90.0,60.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,96262,89237,103791,264468,238424,297938,76545,71198,82363,2545748,1628089,3860486,8310858,4781968,13685208,1900499,1215048,2883474,85731767,36410955,168626068,251536667,103844410,483785347,63710642,27024231,125286234,691621583,434811586,890738113,1071398000,825452117,1206787861,503838774,318608329,644520434,992589988,912506572,1039703451,1209292155,1153830293,1246111734,711084304,656047748,743449561,1021386067,986611274,1047947902,1217825315,1180355424,1247999145,729734821,705211392,748582869,
0.5,0.6,0.1,60.0,90.0,60.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,113426,104582,122780,317527,280246,362350,71764,66369,77377,2509988,1494689,4042088,7612328,4089870,13355391,1423501,847500,2299459,67345906,25079632,144644309,188546550,66461181,403086275,37872182,14083528,81294812,538930354,275234026,757983193,919800099,573704296,1126339748,293853721,152276152,407561287,830030401,713909079,894449057,1123984106,1025630086,1185212278,439561254,381434406,471693259,865113992,814675851,902637978,1140961771,1080790468,1188121267,455589069,429578090,475130866,
0.5,0.8,0.1,80.0,90.0,60.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,145685,133335,158130,412701,370827,461188,57467,52960,61927,1878377,1167867,2985967,5020998,2879326,8473027,614195,384775,971187,28046624,10808149,60939885,72727169,25924794,163576725,9004041,3464363,19532400,242584581,87143911,448830168,497855997,194997321,823755685,75953754,27650370,138301183,553265878,353059306,676888732,880456117,630682776,1019342333,166107543,108567337,200581398,643955639,549105675,703261314,957977461,841764839,1036353150,190071975,163457132,207001825,
0.5,0.2,0.1,20.0,80.0,60.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,70198,64811,76938,172981,156364,192027,64289,59434,70393,1418515,986631,2119466,4696154,2935254,7802706,1254463,870402,1875590,45425195,20790868,92510896,143738488,61946008,302316964,40083491,18334807,81753440,560643285,310582130,834106232,977577772,670347472,1196159285,492170016,272158417,730773254,1064503214,939396003,1144446286,1229915956,1165246199,1273538024,927678596,820153011,996118409,1141844283,1101841461,1173690887,1247689756,1213104540,1277276233,993148250,958687683,1020662023,
0.5,0.4,0.1,40.0,80.0,60.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,77434,72036,84056,186137,171071,203805,62405,58167,67495,1116318,763026,1600591,3224326,1984316,5043223,833157,569747,1195396,24129234,10643088,47908414,68997377,27531566,143721902,17899278,7880879,35585873,318909190,130337631,565731132,648956867,301911055,986822461,234497181,96180037,414248866,838457921,618477269,971717439,1108297206,938327948,1197842553,604551987,449574036,697041588,968642792,895610339,1014413053,1165829435,1103094724,1210694794,692798843,642046069,724836077,
0.5,0.6,0.1,60.0,80.0,60.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,88639,82458,96131,223500,203213,246533,57559,53690,62076,1044803,674801,1588502,2814760,1653557,4647738,592862,384317,900298,17071491,6781910,36854829,45739358,16222589,104377987,9561672,3754086,20648462,200407300,63043261,418829105,431499423,148019943,801450086,110924430,34590041,230422508,623375061,349927546,803370480,938868403,636055433,1104731808,334842793,188887458,426671338,786222227,666119763,855432001,1054827055,937000694,1129404812,415385697,354581997,450615175,
0.5,0.8,0.1,80.0,80.0,60.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,110888,102194,119996,298295,275319,323611,45963,42697,49353,757247,521316,1118337,1827971,1169338,2850840,250673,175126,363947,6211338,2689109,12845540,14757299,5824467,32352950,1978407,857115,4089348,48611022,13736303,123384743,109847433,29291719,279969054,15340295,4325787,38834973,225612271,63980356,449473689,427447258,130906475,767674531,69658213,20007425,136556573,449015511,212391665,607070531,720196626,387399148,913515613,134780353,65326285,179761259,
0.5,0.2,0.1,20.0,70.0,60.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,58619,54148,64454,122598,112861,133482,54034,49929,59291,623630,464243,877089,1781283,1183709,2817736,552061,411172,774642,11930570,5913356,23640817,34826674,15375022,74423690,10517413,5219063,20875272,185663722,73058698,387271129,433320568,177349289,807856103,163371100,64416539,340557552,776457752,489108706,1009976311,1068705473,815949862,1217523829,679018133,428940845,881066207,1061019865,943897976,1135678794,1192883799,1119047544,1246605575,923721200,822816282,987862412,
0.5,0.4,0.1,40.0,70.0,60.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,63852,59058,69759,134732,125220,145296,52228,48434,56848,488527,360794,661547,1221755,817352,1799255,365882,271156,494335,6001862,2913470,11247552,15364588,6677815,30996554,4438264,2151166,8333702,71890730,24119134,163687284,170870690,54343761,387191800,53014958,17760729,120773803,424934698,166770960,714802183,718617207,333808724,1031696046,309970515,122285014,518082402,799606891,555716286,939673111,1033148325,822153841,1142939322,575123419,402939025,672835640,
0.5,0.6,0.1,60.0,70.0,60.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,71222,66075,77423,163321,151692,175312,47622,44441,51428,439343,315771,615716,1036617,673562,1577623,251814,182835,349996,3875722,1749647,7800830,9237215,3741725,19976534,2158692,972575,4355090,35108726,9996898,90569103,81063087,21248076,212748042,19460360,5520029,50295269,213331775,55274352,470997220,405793650,112660465,794585290,116814207,30370765,255698695,521434878,223593482,740667863,785097548,400439793,1013335047,279563902,121751545,392616907,
0.5,0.8,0.1,80.0,70.0,60.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,87243,80937,94812,227093,212231,242889,38207,35719,41143,323177,248407,430131,715810,528434,1000443,111588,88134,144748,1359724,710275,2504141,2877562,1398791,5603339,434250,230756,797307,6023636,1999941,14930992,12617090,3825535,32876408,1886374,627736,4680567,26120647,5595620,78989408,53387979,10572114,165090925,8124620,1734226,24563523,91707603,15372314,266284150,173672081,28745740,479230737,28228423,4738773,81304478,
0.5,0.2,0.1,20.0,60.0,60.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,50248,46084,55486,89816,83325,97306,46626,42805,51361,277218,223402,364069,660529,474493,973239,246333,198929,319964,2856061,1577394,5329778,7199109,3524131,15141418,2515367,1389091,4697233,31872106,11874705,75422761,78402439,26391875,194608053,28037703,10459294,66005874,250193591,83388550,538456854,481382384,174555597,910933421,219622258,73197960,470244323,722880155,392096300,995178443,966710256,642381023,1164919051,631563999,343368195,864458802,
0.5,0.4,0.1,40.0,60.0,60.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,54130,49550,59531,101532,94873,109500,44961,41332,49221,220730,180146,274821,467002,346235,633112,167313,137466,207251,1413023,787302,2429184,3101226,1545718,5756632,1043170,581898,1791778,10080174,3718488,22773091,22195474,7343855,53333490,7409777,2727403,16774723,67590172,17746519,176825663,139794825,34628265,362265073,49572548,12990605,129696897,290115870,78553508,599627401,487235591,146621343,877537506,211261880,57407574,434450108,
0.5,0.6,0.1,60.0,60.0,60.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,59068,54346,64549,125348,117535,134703,40722,37667,44187,195418,157782,246911,402641,304005,544642,115465,94588,144169,862384,469738,1541971,1770954,870465,3408868,481322,264782,858196,4224306,1447252,10233246,8700992,2652811,22378805,2326124,796154,5652318,20976041,4615192,62643437,42567944,8475258,131163812,11509094,2521006,34431430,88925917,14620597,268046086,166175680,26477713,477236731,48508698,7953636,145916591,
0.5,0.8,0.1,80.0,60.0,60.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,71206,65751,77709,183062,172115,196561,32993,30801,35572,155579,135136,184851,332903,287411,401886,58625,52268,67657,339934,228103,524757,662608,436506,1050521,114696,80656,171889,755124,363784,1527220,1410353,657013,2964355,241100,121114,480533,1717675,562082,4504843,3154497,978145,8631210,534406,180770,1396435,3994797,851483,13110483,7288988,1446627,24873877,1228550,267497,4040630,
0.5,0.2,0.1,20.0,50.0,60.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,44248,40317,48945,68892,63719,75249,41321,37737,45583,131047,113904,155217,250576,199699,336706,117521,102609,138854,659698,420583,1124032,1368525,769169,2585995,581630,371527,989995,3969582,1736291,9251956,8417772,3184668,21321027,3487270,1527177,8131076,24547968,7285430,72285410,51247680,13525458,156949819,21547748,6398933,63347234,127888487,30333200,377561316,236279217,55351523,637079721,112130313,26595307,329816677,
0.5,0.4,0.1,40.0,50.0,60.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,47224,42876,52199,80451,74697,87373,39813,36353,43740,109536,98522,124542,194344,164629,235625,85238,77145,96260,342105,230865,511928,622621,381952,1013988,254843,173430,379526,1231402,577202,2433992,2271257,952671,4828989,903532,424949,1784197,4694831,1489189,11879420,8710470,2457752,23554287,3430204,1087267,8690454,18058227,3889284,55729346,33201058,6403650,106980088,13175323,2830195,40711802,
0.5,0.6,0.1,60.0,50.0,60.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,50639,46140,55956,101723,94599,109866,35964,33009,39358,98984,88803,112604,183679,159531,216156,62051,56350,69358,216023,151352,319297,383791,254752,600225,125262,90192,181699,508225,252999,1007122,887531,411188,1871618,283183,144634,555422,1259247,419616,3233459,2191801,662373,5941172,689316,233887,1765526,3234610,696358,10301440,5637086,1091708,18832904,1757945,381691,5607700,
0.5,0.8,0.1,80.0,50.0,60.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,60328,55388,66180,155931,145928,168053,29490,27443,31902,89892,83350,96894,199708,187077,213583,38189,35897,40589,120576,104736,146714,245432,217509,293469,47232,42492,55034,153225,117813,217642,294406,236825,405928,56866,46858,76257,188881,127283,312228,348259,248370,555797,67400,49360,104285,228901,134663,445431,409140,259185,768832,79239,51485,143905,
0.5,0.2,0.1,20.0,30.0,60.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,36982,33533,40834,47830,43618,52543,34908,31749,38426,47410,43916,51778,60892,56891,65731,43992,40817,47956,62126,56943,70171,79494,70948,94864,56818,52252,63841,83359,69882,111430,106594,84746,154507,75325,63591,99675,114727,82212,188516,147058,98251,259991,102667,74380,167155,162276,95362,333403,209113,113898,467289,144116,85917,293588,
0.5,0.4,0.1,40.0,30.0,60.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,38947,35156,43360,59241,53900,65366,33673,30623,37238,46141,42524,50369,67137,62726,72585,38782,35889,42148,51969,48823,55728,73572,69295,78371,42927,40500,45912,56765,53018,61429,78899,73758,85780,46339,43495,49704,60775,55762,69372,83379,76653,95403,49193,45463,55222,64180,57119,78066,87207,77990,105786,51617,46616,61328,
0.5,0.6,0.1,60.0,30.0,60.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,40833,36880,45452,78402,71852,86051,30480,27875,33513,45951,42063,50489,83623,77436,90742,33086,30524,36033,48354,45051,52290,86091,80752,92427,34314,32083,36939,49504,46434,53172,87280,82303,93216,34902,32880,37293,50065,47129,53565,87863,83056,93627,35188,33244,37533,50343,47330,53718,88155,83408,93807,35331,33431,37602,
0.5,0.8,0.1,80.0,30.0,60.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,47868,43327,52989,128809,119214,139590,25538,23595,27686,51245,46870,56413,131821,122562,142447,26419,24563,28566,51910,47685,56988,132417,123419,142849,26594,24782,28694,52043,47889,57063,132536,123586,142937,26629,24835,28714,52070,47938,57075,132560,123627,142953,26636,24845,28717,52075,47950,57076,132565,123639,142956,26637,24848,28718,
0.5,0.2,0.1,20.0,100,80.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,98162,90332,106773,286580,250013,332832,84063,77419,91477,4973599,3144580,8119047,18195120,10261385,32648535,4049924,2547747,6599968,251072751,121367465,450386160,646150349,351640324,990669829,205128549,99109382,368655406,1061872024,906563157,1171299894,1251554534,1186553730,1291547719,881228189,748033174,974164876,1218173997,1184908834,1243241702,1278801660,1254954308,1298973926,1014840462,986792714,1035933471,1228425907,1207263833,1247164685,1280186167,1258962893,1299347576,1023673742,1006021484,1039296567,
0.5,0.4,0.1,40.0,100,80.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,97424,90069,105315,230005,207214,259415,69451,64654,74851,2448593,1518652,3821427,6730187,3741266,11426463,1553268,970569,2403967,81081040,32041764,167174689,204794698,77634860,419116457,51264381,20338914,105335346,708805829,406730668,953430773,1006448635,709135122,1176659204,456037714,260191777,616686512,1057359764,950139660,1119683341,1177801647,1105952608,1224974586,688458028,617192528,729666375,1092054111,1045160439,1128573981,1188972896,1142485527,1227068639,712134018,681383965,736015583,
0.5,0.6,0.1,60.0,100,80.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,98508,91106,106636,206689,185997,230787,54204,50674,58415,1242876,729202,2043484,2657382,1408657,4725895,553423,332382,897193,21848606,7189621,52390855,46243127,13672539,116070993,9542321,3175260,22819435,253413082,68338767,547511853,428772105,125438207,817720420,111750992,30144317,242937021,710272600,382663840,914340518,890441397,564962360,1063463080,319783147,170616050,414294183,862297812,715487707,948561608,992764580,858533118,1079359569,391394409,323457025,431098885,
0.5,0.8,0.1,80.0,100,80.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,100892,93256,109045,209683,196222,223588,36198,34039,38793,336678,233715,499039,563393,387203,852127,90511,67533,126678,1264470,513872,2729840,1969095,765791,4416321,303867,134080,636427,5112402,1099082,15398593,7830367,1562808,24515945,1187639,270796,3539237,20633933,2366633,78040434,30951928,3285894,119550633,4759518,567633,17951789,67915581,5054080,260777453,96449175,6931444,359619126,15741456,1197503,60675508,
0.5,0.2,0.1,20.0,90.0,80.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,79479,73383,86816,200556,178833,226469,68932,63701,75182,2285237,1515313,3555963,7525313,4466630,13063014,1866409,1244293,2896650,92948067,41949072,188723891,271898827,118178093,538332997,75846571,34251414,153811392,809710312,549424168,1036290843,1135734502,933056695,1253759281,669173330,453257220,858725775,1169727630,1093368018,1220665054,1252052129,1210331475,1283755151,973835106,909014167,1016811426,1206122078,1173617709,1233394197,1258855708,1229222175,1285744673,1005032261,977871564,1027676143,
0.5,0.4,0.1,40.0,90.0,80.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,79259,73504,86143,167347,153419,183937,58078,54089,62877,1119318,742761,1664152,2760224,1645551,4448348,716648,480619,1054907,24138315,9936055,50019664,59109998,22033042,128833519,15294439,6331015,31625574,326273791,120442573,610731608,588340572,244470170,949525286,208316422,76816680,391130807,885709979,617288341,1045865348,1066666299,861242309,1174018040,574365975,398027404,680596102,1031476807,938282320,1090300543,1133379053,1057846160,1187645068,672248552,610661452,710922658,
0.5,0.6,0.1,60.0,90.0,80.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,79888,74331,86737,157556,145412,170377,46190,43135,49853,557720,361920,853245,1079715,637548,1786175,255907,171775,382665,5672249,2111001,12931810,11012343,3642689,26721341,2499007,947338,5656610,57265153,12655875,161239310,105669016,21823189,296960884,25176600,5614946,70862041,314948939,71874514,658963280,467499042,118692338,861162029,140154339,31924025,295095479,638922522,283890175,856567990,787594578,411056646,988374422,288265933,126888535,388629375,
0.5,0.8,0.1,80.0,90.0,80.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,83640,77683,90971,177468,166982,189438,32345,30314,34748,176655,142030,230266,303283,248806,391053,54073,46624,65747,372901,208691,676287,571431,331429,1038023,99842,62937,169100,812360,284502,2035212,1178097,424013,3006588,202156,80882,479914,1854734,375321,6196085,2629741,534901,9031932,444460,102095,1428603,4411969,488727,18431832,6191936,674527,26468071,1038579,128705,4284906,
0.5,0.2,0.1,20.0,80.0,80.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,65730,60656,72188,142523,129363,156996,57782,53470,63383,1031186,727001,1540011,2997608,1887082,5048410,846181,600949,1250173,27512335,12648512,57562267,79255962,32951711,175180255,22471562,10359345,46976637,405785699,184180397,703798721,761317331,404545998,1093657429,333565944,151632785,580333561,1021913311,812494184,1158568422,1182499141,1063362483,1254795068,848885185,673586932,963499833,1161901891,1097255374,1209038561,1223336503,1175100837,1263531867,967906268,913685978,1007464143,
0.5,0.4,0.1,40.0,80.0,80.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,66005,61000,72225,125338,116214,135237,49760,46095,54190,512245,366909,715583,1115278,723308,1705997,333412,242298,460221,6493008,2935468,12796035,14424475,5833309,30588255,4133910,1882788,8110618,80014264,24241555,192748644,165046475,47507167,393879912,50940235,15496045,122526011,466111476,168728220,798508406,694745183,297691323,1018963334,299758385,108099086,516001841,857653616,577004725,1014096561,1002085526,771643164,1121283889,557210059,372869077,660519029,
0.5,0.6,0.1,60.0,80.0,80.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,66602,61519,72620,125241,117212,134557,40449,37556,43762,260590,190985,362310,458394,311550,684616,126195,96875,169816,1434067,639018,2982776,2494288,1000430,5525456,644449,296269,1320788,8791169,2192054,24612198,15276973,3403386,44886857,3892135,988522,10849962,51299385,7895288,168778716,85166421,12122725,281369733,22705140,3531568,74475606,200485627,27279238,537745441,291251849,41379249,706137036,89429598,12188161,241219712,
0.5,0.8,0.1,80.0,80.0,80.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,71562,65979,78213,156404,146788,167737,29628,27685,31919,107755,96311,124516,200026,183121,224872,38228,35571,41570,147399,113343,210067,248273,203180,335887,47633,40125,61549,193257,122817,346869,304656,214126,511745,58495,42602,93743,249463,129595,568743,374511,221356,800977,71785,44120,145608,322677,133598,924167,466522,226399,1259216,89064,45249,229555,
0.5,0.2,0.1,20.0,70.0,80.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,55688,51128,61269,103957,96019,112834,49626,45624,54523,463378,349146,647726,1159721,782841,1825579,383362,290778,533272,7188883,3603939,14337507,18640839,8276689,42341586,5886948,2957523,11738349,105424724,37397759,247536313,242848936,83745656,561246898,86408793,30707441,202772457,604048605,286633940,932645390,890488185,522238749,1158800557,499110823,236489934,773634620,1021050109,810973102,1151898048,1138020223,1002393781,1221794638,849214458,673240045,959397839,
0.5,0.4,0.1,40.0,70.0,80.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,56397,51576,62090,97538,91001,105533,43715,40166,47882,241567,190207,312314,457279,329322,639119,161949,129857,205764,1669457,862138,3051710,3253043,1501968,6428437,1073324,560866,1947871,12872947,4235723,31149683,25095357,7385153,64497760,8223554,2724948,19827099,90269760,20841686,247386760,162723643,35968038,434228959,57737706,13380613,158142343,364190097,94315217,724848373,527791077,155245259,911279750,234621359,60601191,469151968,
0.5,0.6,0.1,60.0,70.0,80.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,57168,52239,62879,104192,97345,112283,36355,33459,39642,133554,110500,165904,219132,176058,283909,70405,60638,84163,384163,215531,686963,600202,317675,1135594,182026,108054,315253,1244260,431049,3067286,1920661,607741,4975325,564797,205050,1372287,4305458,850679,13816813,6645439,1179185,22502145,1926293,393154,6125935,15135064,1724967,60268674,23127642,2353846,95153720,6745397,786752,26728474,
0.5,0.8,0.1,80.0,70.0,80.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,63076,57716,69256,142576,133260,153662,27706,25789,29945,76947,71652,83019,157253,148597,167193,31072,29391,33090,84556,76979,95773,165379,155073,179156,32916,30940,35337,88936,79064,107534,170102,157461,191762,33976,31550,37999,91591,79768,118121,172994,158505,203046,34617,31785,40272,93290,79925,124868,174864,159121,211916,35027,31924,42208,
0.5,0.2,0.1,20.0,60.0,80.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,48411,44138,53441,78747,72973,85690,43706,39949,48140,213757,174666,277008,445926,324946,646872,179451,147964,229792,1759710,982893,3340631,3914296,1945267,8144228,1448091,813446,2739316,16446217,6049705,42290455,36581910,12041064,99187466,13498066,4976536,34651139,131675524,36994243,358654072,256243871,71207882,639914469,108270539,30519882,295637486,515602306,189875354,905513009,737176997,326027885,1085279981,426498345,156771501,752037643,
0.5,0.4,0.1,40.0,60.0,80.0,29210,27136,31579,49755,45387,54843,27615,25633,29880,49477,44889,54856,79388,73798,86288,39349,35948,43289,123476,107702,145101,202731,166172,255122,86853,76878,100323,437513,271761,704632,730548,410191,1283048,288372,183044,457457,1809700,741351,3949924,3053224,1114965,7164317,1168605,485599,2532411,7915975,2086218,22542376,13392793,3134773,40355610,5085058,1352905,14274855,34050635,5935684,113847952,56237775,8894329,191690558,21861123,3835052,72957917,
0.5,0.6,0.1,60.0,60.0,80.0,28930,26895,31198,67850,62144,74435,25596,23756,27651,50495,45837,56097,90598,83795,98292,33446,30673,36648,79555,72501,88557,128146,116348,143947,46534,43268,50265,128988,98202,182272,192661,146451,277189,68781,55227,91616,216598,122595,407085,308143,174760,592696,108178,66770,192579,378330,151398,925087,523418,208260,1321849,180846,79784,423882,688945,182238,2194667,940701,244023,3114795,320297,93913,991497,
0.5,0.8,0.1,80.0,60.0,80.0,29652,27783,31673,115182,106540,124803,22011,20559,23606,57076,51845,63193,133423,124064,144359,26337,24420,28531,62292,57718,67993,138175,129827,148428,27636,25916,29674,63665,59314,68955,139438,131376,149310,27978,26354,29976,64043,59699,69196,139788,131874,149475,28072,26474,30016,64151,59820,69236,139890,132050,149508,28099,26527,30026,64184,59857,69244,139921,132109,149514,28108,26541,30028,
0.5,0.2,0.1,20.0,50.0,80.0,28854,26843,30940,38713,35328,42358,28239,26264,30290,43178,39276,47816,62560,57572,68910,39441,36001,43522,107161,94598,126121,181017,147848,238538,92153,81914,107148,428977,280167,704735,783432,453009,1455151,357170,235421,582859,2099841,941505,4779788,3943055,1533809,9928360,1732526,782697,3931687,10935420,3215472,32111199,20615828,5259411,65949431,9003579,2663493,26278873,54162757,11057172,184216104,96822383,18032046,333154196,44616406,9149935,151448207,
